productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3
B00004T30I,ACTION MAN SKY DIVER,unknown,28/29,4.0,974160000,My 5-year old son received this on his birthday and we were pleasantly surprised how easily the parachute works. The strings do not tangle and the parachute does not require alot of &quot;folding.&quot; Cool toy!,toys games,action toy figures,figures
B00000J3HP,Blue's Clue Finder,A3KC0Z8GOX2KR9,15/15,5.0,974246400,"My two preschoolers have played with this toy for the past two years and always enjoyed it. My 3 and 4 year old have no problem pulling out and putting back in the panels. Both children really enjoy finding the clues and characters in the pictures. It is similar to the I Spy books. It has been a great group activity for the family. They really get competitive about who can find the clues first AND there are 3 double-sided panels filled with plenty of other items and characters for them to find (If you don't limit yourself to just asking them to find the clues, it can be so much more fun!). There are three sets of clues included on each side of the panels...one set of clues is permanently glued on, but the other two sets are on reversible inserts that do tend to get worn down and misplaced. Granted, this toy is not played with every day, but I do feel it has been well worth the money because we are going on our third year and we will still pull it out several times a month and have a great time playing with it. It promotes family time and that is always valuable!",toys games,electronics for kids,electronic toys
B000050B3H,Dirt Devil Junior Lights Sounds Upright Toy Vacuum Cleaner,unknown,4/6,4.0,974246400,"With 4 nephews 5 and under, this is the most sought after toy in my house! Forget the dumptrucks and building blocks, they would all rather have the vacuum and &quot;clean house&quot; for me!",toys games,dress up pretend play,pretend play
B00000IWIB,Lucky Ducks,A2R43208WM7XU8,28/29,3.0,974332800,This game has it good points and bad ones. It is a fun game until the child figures out that keeping an eye on the duck you pick lets him know where the ducks are. Also it quacks so loud and doesn't stop that one or two game is all that I can endure. I wouldn't buy this game for a child over 4 years of age because then they get smart enough to figure it out. But for children under 4 it is really a great game if you can stand the quacking.,toys games,games,board games
B00000J0FW,Sassy Who Loves Baby Photo Book,A1Q5DQOKB1TNOM,34/34,5.0,974419200,"This was given to my daughter when she was 2 months old, and I filled it with photos of her grandparents, her aunts, uncles, and cousins. She carried it everywhere! Unfortunately, at about 9 months, she dropped it in a store and I never found it, I immediately replaced it and filled it with new pictures. This book taught my daughter to recognize her relatives, who all live fairly far away. Now she points to the pictures and will say &quot;Pop Pop&quot; or &quot;Mom Mom&quot;. This is a great gift for babies of any age! The durable handle also holds up under tough teething!",baby products,gifts,albums
B00000IZQP,Fisher-Price Brilliant Basics Rock-a-Stack,A3C1QFD81Y0Y6C,3/3,4.0,974592000,"This too is something every child should have.Talk about durable you can't break this toy.You can use it to teach colors,it exercises the brain, it goes in the bath.Not to mention it is great when they are teathing because they can chew on it and it washes easily.It's great and inexpensive what more can you ask for.",toys games,baby toddler toys,stacking nesting toys
B00000DMBB,Battleship Design May Vary,A3TNM3C9ENUCFW,6/7,5.0,974678400,"I used to play this game with a pencil and paper, and it's still a great game. Kids won't realise that they're using strategy and concise logical problem solving, once they have played this a couple of times, and even for todays computer age, this is still very appealing and addictive. With it's ease of set up, and robust design, it will provide hours and hours of inexpensive fun, and every succesive generation seem to love it (I even bought one for myself). Great for younger kids too (with a little help) - and can help demonstrate many basic math puzzles, by making them fun. Oh by the way, the noises are great too !",toys games,games,board games
B00000JDVN,"Pikachu Plush - 6"" Hasbro 1998",unknown,2/2,5.0,974678400,"My sister has one of these and I think its adorable. Its best friends with my Eevee beanie and they went to Pokemon the first movie together (with my sister and I). Its pretty durable except the tail seems like two parts that were glued together and they can split apart, but its still the cutest Pikachu toy I've ever seen.",toys games,stuffed animals plush,animals figures
B00000J3VL,BLUE'S CLUES-Handy Dandy Notebook,A1HKMA30PHGUEV,12/12,4.0,974678400,"My 4yr old son loved this toy. He was constantly playing with it,pretending to be Steve. However,the durability of this toy leaves much to be desired. After only having this toy for about 5 months,he could no longer write on it. The stampers never did fit quite snug enough in the holders and he was constantly losing the stampers because they were forever falling out. If you want a fun,temporary toy,this is one to get. However if you want something that will last awhile,don't waste your money on this. Just go for the basic Handy Dandy notebook with the wipe off pages.",toys games,arts crafts,drawing sketching tablets
B00000IZZK,Color In Tattoos Kit,A3IFZ3SPEC294O,62/66,5.0,974764800,"My 3 and 7 year old played with this kit for months. There are lots of tattoos included. Adult coloring makes them look better, but they really didn't care. My 7 year old went around with a tattoo of a light bulb on his forehead for two days! Well worth it.",toys games,novelty gag toys,temporary tattoos
B0000206G9,Megaland,A2KKMG7THWAP17,11/12,5.0,974851200,This product is awesome. Children as well as adult children can safely play with product and not damage it at all. If you have a very playful child (or adult) this is the best toy to have.,toys games,sports outdoor play,play tents tunnels
B00000IS7I,POOF-Slinky 0SA200 Scientific Explorer Meteor Rocket Science Kit,A3U6NSKX6KVHK9,9/10,4.0,974851200,"My 10 year old daughter and I had a great time building and decorating the rocket, then came launch day. The first time we didn't set the stopper correctly and took a vinegar bath. Like true rocket scientists, we reviewed the problem and the second launch reached about 60 feet. This is a great project which teaches principles of chemistry and physics while being great fun. It is not, however, for the quick to give up. Like any work in science, there will be failures, get the hose, clean off and try again! When it heads skyward, it will be worth time time and effort!",toys games,learning education,science
B0000206G9,Megaland,unknown,40/41,5.0,974937600,"My 14 month old son loves this toy! He uses one tent for a &quot;reading room&quot;, one for the balls, and one for his baby instruments. He can play independently for fairly long periods of time in his personal space. He loves to play catch with the balls. This is worth the money, and very durable. I think he will play with it for a long time.",toys games,sports outdoor play,play tents tunnels
B00000IZPJ,Fisher Price Power Change Workshop with Power Sounds,unknown,7/7,5.0,975110400,"My son received this as a present and loves it! He will sit for quite a while playing by himself - hammering, sawing, and nailing. He has learned how to use a screwdriver and now wants to help Daddy with his projects. This toy is durable, compact, easily mobile and as realistic as I would ever want for a two year old. The drawer and compartments provide sorting fun on top of the fun he has using the tools and &quot;wood&quot;. A great toy!",toys games,dress up pretend play,pretend play
B00004SU4C,New Cool Clips Barbie Doll with Hair Accessories,unknown,6/6,5.0,975283200,I gave this doll to my daughter and she loved it (she loves any kind of Barbie). The clips go missing as most little things do but my daughter loves the dress and the doll has really nice long hair. Overall a good gift for a little girl.,toys games,dolls accessories,dolls
